brand,form_factor,screen_in,ram_gb,weight_kg,ssd_gb,hdd_gb,storage_total_gb,has_ssd,res_w,res_h,ppi,is_touch,is_ips,is_retina,cpu_brand,cpu_tier,cpu_ghz,gpu_brand,os_group,price_inr,price_usd
Asus,2 in 1 Convertible,13.3,6.0,1.5,0.0,1000.0,1000.0,0,1920,1080,165.6321180513006,1,0,0,Intel,Core i5,2.5,Intel,Windows,34046.4528,410.2
Dell,Notebook,15.6,8.0,2.0,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,96969.6,1168.31
Asus,Ultrabook,14.0,16.0,1.1,512.0,0.0,512.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i7,2.7,Intel,Windows,101232.0,1219.66
Dell,Gaming,15.6,16.0,2.62,256.0,1000.0,1256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,78801.12,949.41
Lenovo,Notebook,15.6,4.0,1.8,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,Intel,Windows,44169.119999999995,532.16
Lenovo,Notebook,15.6,4.0,2.2,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.0,Nvidia,Windows,30849.12,371.68
Asus,Notebook,15.6,8.0,2.0,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Celeron,1.1,Intel,Windows,21258.72,256.13
Asus,Notebook,15.6,8.0,1.99,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,48304.7136,581.98
Dell,Ultrabook,13.3,8.0,1.23,256.0,0.0,256.0,1,3200,1800,276.053530085501,1,0,0,Intel,Core i5,1.6,Intel,Windows,99580.32,1199.76
Lenovo,Notebook,14.0,2.0,1.42,0.0,0.0,32.0,0,1366,768,111.93520355955211,0,0,0,Intel,Celeron,1.6,Intel,Windows,13266.72,159.84
Lenovo,2 in 1 Convertible,13.3,8.0,1.37,256.0,0.0,256.0,1,1920,1080,165.6321180513006,1,1,0,Intel,Core i7,2.7,Intel,Windows,93635.3376,1128.14
Dell,Notebook,15.6,16.0,2.06,1000.0,0.0,1000.0,1,3840,2160,282.42399616439724,1,0,0,Intel,Core i7,2.8,Nvidia,Windows,127818.72,1539.98
Lenovo,Gaming,15.6,8.0,2.5,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,59087.52,711.9
HP,Notebook,17.0,8.0,2.6,0.0,1000.0,1000.0,0,1600,900,107.98564559226952,0,0,0,AMD,Other,3.0,AMD,Windows,27753.552,334.38
Lenovo,Ultrabook,14.0,16.0,1.14,512.0,0.0,512.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i7,2.7,Intel,Windows,130536.0,1572.72
Asus,Gaming,15.6,8.0,2.5,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,No OS,62284.32,750.41
Acer,Notebook,15.6,4.0,2.4,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Intel,Windows,23976.0,288.87
Lenovo,Notebook,14.0,4.0,1.43,0.0,0.0,32.0,0,1366,768,111.93520355955211,0,0,0,Intel,Celeron,1.6,Intel,Windows,14598.72,175.89
Acer,Ultrabook,14.0,8.0,1.8,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i5,2.5,Intel,Windows,48964.32,589.93
Razer,Gaming,14.0,16.0,1.95,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,138474.72,1668.37
Toshiba,Notebook,13.3,8.0,1.2,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,0,0,Intel,Core i5,2.3,Intel,Windows,64628.64,778.66
Lenovo,Ultrabook,12.5,8.0,1.36,256.0,0.0,256.0,1,1920,1080,176.23257360658386,0,1,0,Intel,Core i7,2.7,Intel,Windows,84395.52,1016.81
Asus,Gaming,17.3,32.0,3.8,512.0,0.0,512.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,2.7,Nvidia,Windows,149130.72,1796.76
Acer,Gaming,15.6,8.0,2.4,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Linux/Other,37775.52,455.13
Dell,Ultrabook,13.3,8.0,1.2,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,0,0,Intel,Core i5,1.6,Intel,Windows,77250.672,930.73
MSI,Gaming,15.6,8.0,2.2,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,63499.10399999999,765.05
HP,Notebook,15.6,4.0,1.86,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Intel,No OS,19441.872,234.24
Toshiba,Notebook,15.6,8.0,2.0,0.0,500.0,500.0,0,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,2.5,Intel,Windows,56689.92,683.01
Dell,Notebook,15.6,8.0,2.2,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,1.8,AMD,Windows,48964.32,589.93
Dell,Notebook,15.6,16.0,2.2,256.0,2000.0,2256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,1.8,AMD,Windows,60472.8,728.59
Lenovo,Gaming,15.6,8.0,3.31,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.6,Nvidia,Windows,63722.88,767.75
Dell,Gaming,17.3,32.0,4.42,512.0,1000.0,1512.0,1,3840,2160,254.67134914246222,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,167691.8736,2020.38
Dell,Notebook,14.0,8.0,1.56,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.4,Intel,Windows,65481.119999999995,788.93
Lenovo,Notebook,15.6,4.0,2.2,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Celeron,1.1,Intel,Windows,22324.32,268.97
Lenovo,Notebook,15.6,4.0,2.2,0.0,500.0,500.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.3,Intel,Windows,28504.8,343.43
HP,Notebook,15.6,6.0,2.04,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.0,AMD,Windows,28717.92,346.0
MSI,Gaming,17.3,8.0,2.7,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,79215.1056,954.4
Toshiba,Notebook,15.6,4.0,2.1,128.0,0.0,128.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.1,Intel,Windows,26533.44,319.68
Dell,Notebook,15.6,8.0,2.06,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,Windows,50882.4,613.04
HP,Notebook,15.6,8.0,2.1,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,AMD,Windows,39693.6,478.24
Toshiba,Notebook,15.6,8.0,2.0,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,2.5,Intel,Windows,67026.23999999999,807.55
Acer,Notebook,15.6,4.0,2.1,128.0,0.0,128.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Intel,Linux/Other,21951.36,264.47
Microsoft,Ultrabook,13.5,8.0,1.252,256.0,0.0,256.0,1,2256,1504,200.84255993695703,1,0,0,Intel,Core i7,2.8,Intel,Windows,99519.048,1199.02
Lenovo,Notebook,15.6,8.0,1.9,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,AMD,Windows,43580.376,525.06
Lenovo,2 in 1 Convertible,13.3,8.0,1.3,256.0,0.0,256.0,1,1920,1080,165.6321180513006,1,1,0,Intel,Core i5,2.5,Intel,Windows,55091.52,663.75
Lenovo,Notebook,15.6,4.0,2.2,128.0,0.0,128.0,1,1366,768,100.45466986113651,0,0,0,AMD,Other,2.2,AMD,Windows,18594.72,224.03
HP,2 in 1 Convertible,14.0,4.0,1.63,128.0,0.0,128.0,1,1920,1080,157.3505121487356,1,1,0,Intel,Core i3,2.4,Nvidia,Windows,37242.72,448.71
MSI,Gaming,15.6,16.0,2.4,256.0,1000.0,1256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,68944.31999999999,830.65
Asus,Ultrabook,14.0,8.0,1.1,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.5,Intel,Windows,60472.8,728.59
HP,2 in 1 Convertible,11.6,8.0,1.4,0.0,0.0,64.0,0,1366,768,135.0942111925629,1,0,0,Intel,Celeron,1.1,Intel,Linux/Other,26373.6,317.75
LG,Ultrabook,15.6,8.0,1.09,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,1.8,Intel,Windows,122490.72,1475.79
Acer,Gaming,15.6,16.0,2.5,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,69210.72,833.86
MSI,Gaming,15.6,8.0,2.2,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,53168.111999999994,640.58
Asus,Notebook,15.6,4.0,1.86,128.0,0.0,128.0,1,1366,768,100.45466986113651,0,0,0,Intel,Celeron,1.1,Intel,Windows,22324.32,268.97
Dell,Gaming,15.6,16.0,3.21,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,109277.28,1316.59
HP,Notebook,17.3,4.0,2.5,256.0,0.0,256.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i3,2.0,AMD,Windows,37242.72,448.71
Lenovo,2 in 1 Convertible,13.3,8.0,1.19,512.0,0.0,512.0,1,1920,1080,165.6321180513006,1,1,0,Intel,Core i7,1.8,Intel,Windows,79866.72,962.25
Dell,Gaming,15.6,16.0,3.49,256.0,1000.0,1256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.9,Nvidia,Windows,149916.6,1806.22
HP,Notebook,15.6,4.0,1.86,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,AMD,Windows,32639.8608,393.25
Dell,Notebook,15.6,4.0,2.2,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,AMD,Windows,29073.29759999999,350.28
HP,Notebook,17.3,6.0,2.65,0.0,2000.0,2000.0,0,1920,1080,127.33567457123111,0,1,0,AMD,Other,2.4,AMD,Windows,30316.32,365.26
Lenovo,Notebook,15.6,4.0,2.1,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Celeron,1.6,Intel,Windows,16943.04,204.13
Acer,Notebook,14.0,4.0,1.45,0.0,0.0,32.0,0,1366,768,111.93520355955211,0,0,0,Intel,Celeron,1.6,Intel,Linux/Other,19980.0,240.72
Lenovo,Notebook,14.0,4.0,1.7,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.5,Intel,Windows,37242.72,448.71
HP,Workstation,17.3,8.0,3.14,0.0,500.0,500.0,0,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,101657.7072,1224.79
Lenovo,2 in 1 Convertible,14.0,8.0,1.42,256.0,0.0,256.0,1,2560,1440,209.8006828649808,1,0,0,Intel,Core i7,2.7,Intel,Windows,137995.19999999998,1662.59
Toshiba,Notebook,13.3,8.0,1.5,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,1,0,Intel,Core i5,2.5,Intel,Windows,51841.439999999995,624.6
Acer,Netbook,11.6,4.0,1.4,0.0,0.0,32.0,0,1366,768,135.0942111925629,0,0,0,Intel,Celeron,1.6,Intel,Windows,14332.32,172.68
Lenovo,2 in 1 Convertible,14.0,16.0,1.38,512.0,0.0,512.0,1,1920,1080,157.3505121487356,1,0,0,Intel,Core i7,2.7,Intel,Windows,93186.72,1122.73
Asus,2 in 1 Convertible,12.5,4.0,1.2,0.0,0.0,64.0,0,1920,1080,176.23257360658386,1,0,0,Intel,Other,0.9,Intel,Linux/Other,35644.32,429.45
Toshiba,Ultrabook,13.3,16.0,1.36,512.0,0.0,512.0,1,1920,1080,165.6321180513006,1,0,0,Intel,Core i7,2.5,Intel,Windows,100006.56,1204.9
HP,Notebook,15.6,4.0,2.1,0.0,500.0,500.0,0,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.7,AMD,Windows,36709.92,442.29
Dell,Gaming,15.6,8.0,2.56,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,43636.32,525.74
Lenovo,Notebook,15.6,4.0,2.2,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,AMD,Other,2.9,AMD,Windows,21258.72,256.13
Lenovo,Notebook,15.6,8.0,2.2,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,AMD,Other,3.6,AMD,Windows,22857.12,275.39
Lenovo,Notebook,15.6,4.0,2.1,0.0,2000.0,2000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,Windows,33110.856,398.93
Lenovo,Notebook,15.6,4.0,1.9,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Intel,No OS,23976.0,288.87
Dell,Notebook,15.6,8.0,2.18,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,Windows,42357.6,510.33
Acer,2 in 1 Convertible,13.3,8.0,1.6,256.0,0.0,256.0,1,1920,1080,165.6321180513006,1,1,0,Intel,Core i5,1.6,Intel,Windows,53226.72,641.29
Lenovo,Workstation,15.6,16.0,2.18,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.5,Nvidia,Windows,98834.4,1190.78
Lenovo,Notebook,14.0,8.0,1.8,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.3,Intel,Windows,63456.48,764.54
HP,Notebook,17.3,6.0,2.71,0.0,2000.0,2000.0,0,1920,1080,127.33567457123111,0,1,0,AMD,Other,2.5,AMD,Windows,34898.932799999995,420.47
Lenovo,Gaming,15.6,8.0,2.5,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,66546.72,801.77
Dell,Notebook,14.0,8.0,1.64,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.8,Nvidia,Linux/Other,58021.92,699.06
Dell,Notebook,15.6,8.0,1.98,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,Linux/Other,38681.28,466.04
Asus,Notebook,14.0,4.0,1.5,0.0,0.0,32.0,0,1920,1080,157.3505121487356,0,0,0,Intel,Celeron,1.1,Intel,Windows,15877.44,191.29
Dell,Notebook,15.6,16.0,1.93,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.6,Intel,Windows,76012.44480000001,915.81
Lenovo,Notebook,14.0,8.0,1.87,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i5,2.5,Nvidia,Windows,45664.6896,550.18
Dell,Notebook,15.6,8.0,1.9,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.6,Intel,Windows,62817.119999999995,756.83
Lenovo,Notebook,15.6,4.0,2.19,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,AMD,Other,2.0,AMD,Windows,15877.44,191.29
Mediacom,Notebook,14.0,4.0,1.4,0.0,32.0,32.0,0,1920,1200,161.72539083525606,0,1,0,Intel,Atom,1.92,Intel,Windows,14119.2,170.11
HP,Notebook,17.3,8.0,2.63,256.0,0.0,256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,63936.0,770.31
Lenovo,Ultrabook,14.0,8.0,1.17,512.0,0.0,512.0,1,2560,1440,209.8006828649808,0,1,0,Intel,Core i7,2.5,Intel,Windows,89864.1792,1082.7
HP,2 in 1 Convertible,13.3,8.0,1.58,256.0,0.0,256.0,1,1366,768,117.82653006268643,1,1,0,Intel,Core i5,2.5,Intel,Windows,44574.048,537.04
Lenovo,Ultrabook,14.0,8.0,1.32,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i5,2.5,Intel,Windows,79866.72,962.25
Dell,Gaming,17.3,32.0,4.36,1000.0,1000.0,2000.0,1,3840,2160,254.67134914246222,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,194972.832,2349.07
MSI,Gaming,17.3,8.0,2.7,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,71847.0144,865.63
Lenovo,Notebook,15.6,4.0,1.9,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,Intel,No OS,26101.872,314.48
Dell,Notebook,15.6,8.0,2.2,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,AMD,Windows,38308.32,461.55
Dell,2 in 1 Convertible,13.3,4.0,1.71,0.0,1000.0,1000.0,0,1920,1080,165.6321180513006,1,0,0,Intel,Core i3,2.4,Intel,Windows,34578.72,416.61
Dell,Notebook,15.6,8.0,2.32,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,AMD,Linux/Other,31409.625599999996,378.43
HP,Notebook,15.6,4.0,2.1,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,AMD,Other,3.0,AMD,Windows,26053.92,313.9
Acer,Gaming,17.3,16.0,4.2,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,2.6,Nvidia,Windows,103096.8,1242.13
Dell,Notebook,15.6,12.0,2.25,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,Intel,Windows,34578.72,416.61
HP,Notebook,15.6,6.0,2.1,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,AMD,Other,3.0,AMD,Windows,34632.0,417.25
Acer,Notebook,15.6,4.0,2.4,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,Intel,Windows,29783.52,358.84
Lenovo,Notebook,13.3,8.0,1.44,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,1,0,Intel,Core i5,2.5,Intel,Windows,51148.8,616.25
Lenovo,Notebook,15.6,4.0,1.85,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,Intel,Windows,41505.119999999995,500.06
HP,Workstation,15.6,16.0,2.6,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,128884.32,1552.82
Dell,2 in 1 Convertible,13.3,8.0,1.55,0.0,1000.0,1000.0,0,1920,1080,165.6321180513006,1,0,0,Intel,Core i5,1.6,Intel,Windows,35111.52,423.03
MSI,Gaming,15.6,16.0,1.8,256.0,1000.0,1256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,111593.8944,1344.5
Acer,Notebook,15.6,4.0,2.4,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Intel,Windows,21887.424,263.7
Dell,Notebook,15.6,8.0,2.0,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,64308.96,774.81
Dell,Notebook,15.6,8.0,2.0,256.0,0.0,256.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Intel,Windows,35431.2,426.88
Toshiba,Notebook,14.0,8.0,1.25,256.0,0.0,256.0,1,1920,1080,157.3505121487356,1,1,0,Intel,Core i5,2.5,Intel,Windows,81784.8,985.36
Lenovo,2 in 1 Convertible,14.0,8.0,1.7,256.0,0.0,256.0,1,1920,1080,157.3505121487356,1,0,0,Intel,Core i5,2.5,Intel,Windows,53226.72,641.29
Lenovo,Workstation,15.6,16.0,2.5,1000.0,0.0,1000.0,1,3840,2160,282.42399616439724,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,175770.72,2117.72
Acer,Notebook,14.0,2.0,1.68,0.0,0.0,32.0,0,1366,768,111.93520355955211,0,0,0,Intel,Celeron,1.6,Intel,Linux/Other,17582.399999999998,211.84
Samsung,Ultrabook,13.3,16.0,0.81,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,0,0,Intel,Core i7,2.7,Intel,Windows,87858.72,1058.54
HP,Notebook,15.6,8.0,1.86,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.0,Intel,Windows,28717.92,346.0
Dell,Notebook,14.0,8.0,1.6,256.0,0.0,256.0,1,1366,768,111.93520355955211,0,0,0,Intel,Core i5,2.5,Intel,Windows,60031.1088,723.27
HP,Workstation,17.3,16.0,3.0,256.0,0.0,256.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Xeon,2.9,Nvidia,Windows,233845.92,2817.42
Lenovo,Netbook,11.6,4.0,1.4,128.0,0.0,128.0,1,1366,768,135.0942111925629,1,0,0,Intel,Celeron,1.6,Intel,Windows,25308.0,304.92
HP,Notebook,15.6,8.0,1.84,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.4,Intel,Windows,101232.0,1219.66
Asus,Notebook,15.6,4.0,2.45,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.3,Nvidia,No OS,30849.12,371.68
Lenovo,Ultrabook,14.0,4.0,1.7,180.0,0.0,180.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.3,Intel,Windows,58394.88,703.55
Asus,Notebook,15.6,4.0,2.37,256.0,0.0,256.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i7,2.7,Intel,Windows,45282.672,545.57
Lenovo,2 in 1 Convertible,13.3,8.0,1.3,256.0,0.0,256.0,1,3200,1800,276.053530085501,1,1,0,Intel,Core i5,1.8,Intel,Windows,63882.72,769.67
HP,Notebook,15.6,8.0,2.2,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,2.5,Nvidia,Windows,58554.72,705.48
HP,Workstation,15.6,8.0,2.59,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.6,Nvidia,Windows,83170.08,1002.05
Dell,Gaming,15.6,16.0,4.42,256.0,1000.0,1256.0,1,3840,2160,282.42399616439724,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,152859.7872,1841.68
Acer,Notebook,15.6,4.0,2.1,256.0,0.0,256.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,Intel,Windows,31914.72,384.51
Lenovo,Gaming,15.6,8.0,2.5,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,55837.439999999995,672.74
Dell,Ultrabook,12.5,16.0,1.18,256.0,0.0,256.0,1,1920,1080,176.23257360658386,0,0,0,Intel,Core i7,2.8,Intel,Windows,99047.52,1193.34
Google,Ultrabook,12.3,8.0,1.1,256.0,0.0,256.0,1,2400,1600,234.50740003017813,1,0,0,Intel,Core i5,1.2,Intel,Linux/Other,83063.52,1000.77
Asus,Ultrabook,13.3,8.0,1.2,256.0,0.0,256.0,1,3200,1800,276.053530085501,0,1,0,Intel,Core i5,2.5,Intel,Windows,60153.119999999995,724.74
Dell,Notebook,13.3,4.0,1.65,0.0,500.0,500.0,0,1366,768,117.82653006268643,0,0,0,Intel,Core i3,2.0,Intel,Windows,45234.72,545.0
Acer,Notebook,13.3,4.0,1.6,128.0,0.0,128.0,1,1366,768,117.82653006268643,0,0,0,Intel,Core i5,2.3,Intel,Windows,34898.4,420.46
Asus,Notebook,17.3,4.0,2.8,0.0,1000.0,1000.0,0,1366,768,90.58340172449303,0,0,0,Intel,Pentium,1.1,Nvidia,Windows,25059.715199999995,301.92
Dell,Gaming,15.6,16.0,2.72,128.0,1000.0,1128.0,1,3840,2160,282.42399616439724,1,1,0,Intel,Core i7,2.6,Nvidia,Windows,58554.72,705.48
Samsung,Ultrabook,13.3,8.0,1.31,256.0,0.0,256.0,1,1920,1080,165.6321180513006,1,0,0,Intel,Core i7,2.7,Intel,Windows,85194.72,1026.44
Acer,Notebook,15.6,4.0,2.1,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Pentium,1.1,Intel,Linux/Other,15877.44,191.29
Dell,Notebook,15.6,16.0,2.3,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,AMD,Windows,62938.065599999994,758.29
Samsung,2 in 1 Convertible,15.0,16.0,1.71,256.0,0.0,256.0,1,1920,1080,146.86047800548656,1,0,0,Intel,Core i7,2.7,AMD,Windows,95850.72,1154.83
Toshiba,Notebook,14.0,4.0,1.75,128.0,0.0,128.0,1,1366,768,111.93520355955211,0,1,0,Intel,Core i5,2.3,Intel,Windows,54345.6,654.77
Dell,Gaming,15.6,8.0,2.62,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,58554.72,705.48
HP,Ultrabook,12.5,4.0,1.26,256.0,0.0,256.0,1,1366,768,125.36742798669837,0,0,0,Intel,Core i5,2.3,Intel,Windows,66280.31999999999,798.56
Asus,2 in 1 Convertible,15.6,12.0,2.3,0.0,2000.0,2000.0,0,1920,1080,141.21199808219862,1,0,0,Intel,Core i7,2.7,Nvidia,Windows,44701.92,538.58
Lenovo,Notebook,15.6,16.0,2.5,512.0,0.0,512.0,1,3840,2160,282.42399616439724,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,126273.6,1521.37
Acer,Notebook,14.0,4.0,1.8,128.0,0.0,128.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i3,2.4,Intel,Windows,33886.08,408.27
Razer,Gaming,14.0,16.0,1.95,512.0,0.0,512.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,154458.72,1860.95
Asus,Notebook,15.6,8.0,2.0,128.0,0.0,128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Pentium,1.1,Intel,Windows,31003.632,373.54
Dell,Gaming,17.3,32.0,4.42,1000.0,1000.0,2000.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,191211.264,2303.75
Asus,Gaming,17.3,16.0,4.3,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,2.6,Nvidia,Windows,125208.0,1508.53
Toshiba,Ultrabook,14.0,16.0,1.47,512.0,0.0,512.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i7,2.6,Nvidia,Windows,93985.92,1132.36
Lenovo,Notebook,15.6,8.0,2.2,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Celeron,1.6,Intel,No OS,17529.12,211.19
Lenovo,Ultrabook,14.0,16.0,1.7,512.0,0.0,512.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i7,2.7,Intel,Windows,122490.72,1475.79
